"","X","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"1309",1309,NA,"PRESENT",-765423.050265252,496244.524811934
"1310",1310,NA,"PRESENT",-2054588.92709209,3559756.52498935
"1311",1311,NA,"PRESENT",-505552.124818363,771941.632503379
"1312",1312,NA,"PRESENT",-2075700.05094809,3471635.93731102
"1313",1313,NA,"PRESENT",-2068424.1563807,3489880.91250327
"1314",1314,NA,"PRESENT",-1288250.99597518,2138096.61345458
"1315",1315,NA,"PRESENT",-1288340.5502747,2138608.62430793
"1316",1316,NA,"PRESENT",-1815380.26006518,4077713.92515689
"1317",1317,NA,"PRESENT",-843844.070635297,1161017.93004517
"1318",1318,NA,"PRESENT",-2059917.35288401,3489188.67551101
"1319",1319,NA,"PRESENT",-504383.949979453,1017422.35115801
"1320",1320,NA,"PRESENT",-1829656.200292,4050239.56698074
"1321",1321,NA,"PRESENT",-1302797.63961848,2087550.26014033
"1322",1322,NA,"PRESENT",-526240.760850412,441713.450156506
"1323",1323,NA,"PRESENT",-2173434.01501643,3125834.73055893
"1324",1324,NA,"PRESENT",-1813404.86757767,4055573.03691379
"1325",1325,25,"PRESENT",-1738322.65172857,2268863.37850441
"1326",1326,100,"PRESENT",-1322788.20029279,2091383.14157332
"1327",1327,30133,"PRESENT",-525756.75266275,928837.575068813
"1328",1328,31438,"PRESENT",-1906138.15147964,3792809.45846774
"1329",1329,NA,"PRESENT",-1200496.50459779,1853772.45562243
"1330",1330,NA,"PRESENT",-549442.614949908,609916.937782832
"1331",1331,NA,"PRESENT",-469329.171280286,953655.996565295
"1332",1332,NA,"PRESENT",-2077047.62169571,3473289.86982596
"1333",1333,NA,"PRESENT",-1216984.72833683,2042965.40727741
"1334",1334,NA,"PRESENT",-944878.91926751,1563937.19250165
"1335",1335,NA,"PRESENT",-1625065.41295971,4077846.84581366
"1336",1336,NA,"PRESENT",-1288115.36084572,2138026.27169114
"1337",1337,NA,"PRESENT",-1288070.51580191,2138160.20873742
"1338",1338,NA,"PRESENT",-1260850.65386801,2119480.59232773
"1339",1339,NA,"PRESENT",-1288074.80192351,2138174.0936187
"1340",1340,NA,"PRESENT",-1746590.02366187,2264777.33833805
"1341",1341,NA,"PRESENT",-1740423.92492915,2266557.11420728
"1342",1342,NA,"PRESENT",-1740899.68575495,2265921.44475865
"1343",1343,NA,"PRESENT",-1528295.28854757,4294417.83895398
"1344",1344,NA,"PRESENT",-1820363.4972292,4050898.70212702
"1345",1345,NA,"PRESENT",-472013.015812188,960826.326943947
"1346",1346,NA,"PRESENT",-528951.279347364,909436.156950381
"1347",1347,NA,"PRESENT",-523364.183762754,884768.823185899
"1348",1348,NA,"PRESENT",-510593.571154137,1055043.1355409
"1349",1349,NA,"PRESENT",-2317425.80774247,2829263.07728112
"1350",1350,NA,"PRESENT",-541090.373173646,962068.601137685
"1351",1351,NA,"PRESENT",-925483.235901435,1396831.7849284
"1352",1352,NA,"PRESENT",-511807.779577027,1071361.36273993
"1353",1353,NA,"PRESENT",-2071048.28193814,3478632.88616904
"1354",1354,NA,"PRESENT",-1879870.67135019,2502013.06551065
"1355",1355,NA,"PRESENT",-1613891.41967229,4069717.37844068
"1356",1356,NA,"PRESENT",-1572726.18957545,4660487.47359442
"1357",1357,NA,"PRESENT",-1000719.05223734,264127.698732929
"1358",1358,NA,"PRESENT",-994423.809543568,261037.152824307
"1359",1359,NA,"PRESENT",-996874.129539937,262138.515626558
"1360",1360,NA,"PRESENT",-500873.598826742,828874.429727026
"1361",1361,NA,"PRESENT",-527156.776083373,1498931.8549515
"1362",1362,31344,"PRESENT",-1530817.46950358,4286152.88156693
"1363",1363,31451,"PRESENT",-2054135.69754726,3477543.42865407
"1364",1364,NA,"PRESENT",-425572.080888365,895832.3390736
"1365",1365,NA,"PRESENT",-531902.469578753,794208.674225953
"1366",1366,NA,"PRESENT",-425568.701228374,895842.015981837
"1367",1367,NA,"PRESENT",-425586.095043668,895830.4114222
"1368",1368,NA,"PRESENT",-540564.638656799,816154.907663031
"1369",1369,NA,"PRESENT",-552015.918020873,616451.557715049
"1370",1370,NA,"PRESENT",-852965.558259291,1183962.23408275
"1371",1371,NA,"PRESENT",-533237.677169387,798043.370033825
"1372",1372,NA,"PRESENT",-531880.556413525,794198.611836978
"1373",1373,NA,"PRESENT",-469271.989777244,1165445.09965381
"1374",1374,30598,"PRESENT",-539702.783347021,1488700.72335025
"1375",1375,NA,"PRESENT",-529324.954186806,943933.550964619
"1376",1376,NA,"PRESENT",-529018.131134645,837767.631684175
"1377",1377,NA,"PRESENT",-531897.053124083,793670.402761126
"1378",1378,NA,"PRESENT",-570546.00758617,676696.946807287
"1379",1379,NA,"PRESENT",-1906758.57668715,3802256.1671862
"1380",1380,NA,"PRESENT",-1907874.40313685,3803314.70104503
"1381",1381,NA,"PRESENT",-512295.488792568,864628.336927793
"1382",1382,NA,"PRESENT",-1258851.49415869,2058637.80876631
"1383",1383,NA,"PRESENT",-2102259.95226053,3488081.93604887
"1384",1384,NA,"PRESENT",-520248.536881868,891208.511458086
"1385",1385,NA,"PRESENT",-1657547.1902328,2192194.62732008
"1386",1386,NA,"PRESENT",-582423.246514549,1605653.74767683
"1387",1387,NA,"PRESENT",-1669325.95649361,2221136.33651466
"1388",1388,NA,"PRESENT",-1304980.33366877,2124336.78389341
"1389",1389,NA,"PRESENT",-1302310.10444723,2123006.30886328
"1390",1390,NA,"PRESENT",-1668967.78162541,2220981.90461396
"1391",1391,NA,"PRESENT",-423389.622841571,890352.643908757
"1392",1392,NA,"PRESENT",-423790.762103717,891641.182977803
"1393",1393,NA,"PRESENT",-425671.98104879,895405.292689234
"1394",1394,NA,"PRESENT",-425567.992534735,895817.740649414
"1395",1395,NA,"PRESENT",-1813231.31412256,4066749.2079927
"1396",1396,NA,"PRESENT",-970050.745530707,1553198.24315991
"1397",1397,NA,"PRESENT",-554795.598661616,783128.287486331
"1398",1398,NA,"PRESENT",-515125.216898715,773336.049850539
"1399",1399,NA,"PRESENT",-549161.862061118,804917.271821692
"1400",1400,NA,"PRESENT",-544542.769791513,405794.879605864
"1401",1401,NA,"PRESENT",-555400.36751253,783378.188247748
"1402",1402,NA,"PRESENT",-527618.069290984,937661.469613734
"1403",1403,NA,"PRESENT",-1848149.87774853,4066057.9490883
"1404",1404,NA,"PRESENT",-508678.548498088,843731.461757628
"1405",1405,NA,"PRESENT",-1296250.1066081,2129700.54257824
"1406",1406,NA,"PRESENT",-1908167.80618902,3803036.80363784
"1407",1407,NA,"PRESENT",-527810.046158486,940220.77086489
"1408",1408,NA,"PRESENT",-1904413.92164669,2687755.84528893
"1409",1409,NA,"PRESENT",-558180.390327027,782293.374476778
"1410",1410,NA,"PRESENT",-484625.210200858,700060.444317938
"1411",1411,NA,"PRESENT",-1693335.11946658,4703300.2170614
"1412",1412,NA,"PRESENT",-528456.387937178,838455.294797721
"1413",1413,NA,"PRESENT",-531092.525032519,822975.817949971
"1414",1414,NA,"PRESENT",-591775.351962045,497361.858407081
"1415",1415,NA,"PRESENT",-1604617.58679583,4054582.23248997
"1416",1416,NA,"PRESENT",-529032.355652838,837762.673133403
"1417",1417,NA,"PRESENT",-527486.674536952,837791.451061681
"1418",1418,NA,"PRESENT",-517086.064151897,841523.943956598
"1419",1419,NA,"PRESENT",-528657.788070483,837709.01138968
"1420",1420,NA,"PRESENT",-966639.48039296,1561576.49044961
"1421",1421,NA,"PRESENT",-427518.511768924,894947.795541626
"1422",1422,NA,"PRESENT",-388023.073610065,1605980.95974962
"1423",1423,NA,"PRESENT",-894165.243055475,472403.413502462
"1424",1424,NA,"PRESENT",-1034182.29348715,221600.135959476
"1425",1425,NA,"PRESENT",-527795.313226841,837706.503347171
"1426",1426,NA,"PRESENT",-507470.71407796,843502.63770657
"1427",1427,NA,"PRESENT",-525922.789896859,841316.458282352
"1428",1428,NA,"PRESENT",-548966.671361891,434608.799851139
"1429",1429,NA,"PRESENT",-425573.83524978,895691.067195816
"1430",1430,NA,"PRESENT",-976050.289813477,1556094.80032105
"1431",1431,NA,"PRESENT",-538422.523669504,786269.503703942
"1432",1432,NA,"PRESENT",-633680.290928554,387731.278154527
"1433",1433,NA,"PRESENT",-539740.326445536,432936.099577498
"1434",1434,NA,"PRESENT",-2121153.53101839,3395782.18395723
"1435",1435,NA,"PRESENT",-2064340.69019337,3550501.62352426
"1436",1436,NA,"PRESENT",-501007.172847561,828574.08936379
"1437",1437,NA,"PRESENT",-425573.713535501,895835.445219
"1438",1438,NA,"PRESENT",-873343.124170124,1253187.66672478
"1439",1439,NA,"PRESENT",-424217.41326678,914641.4616353
"1440",1440,NA,"PRESENT",-2117095.52957846,3504266.97961438
"1441",1441,NA,"PRESENT",-2069574.68613182,3555724.97805393
"1442",1442,NA,"PRESENT",-425567.721436639,895828.261266306
"1443",1443,NA,"PRESENT",-515938.728850194,833987.566832924
"1444",1444,NA,"PRESENT",-515124.840594756,834250.748774167
"1445",1445,NA,"PRESENT",-520392.736288843,845454.878376165
"1446",1446,NA,"PRESENT",-2068089.14861946,3548996.14536367
"1447",1447,NA,"PRESENT",-425561.756600573,895822.010977666
"1448",1448,NA,"PRESENT",-425521.377045725,895495.193345908
"1449",1449,NA,"PRESENT",-537804.421850591,837427.656874241
"1450",1450,NA,"PRESENT",-515763.48597863,802900.011462082
"1451",1451,NA,"PRESENT",-426041.60942362,895885.087318058
"1452",1452,NA,"PRESENT",-1286810.71611058,2084611.08795038
"1453",1453,NA,"PRESENT",-1285398.94808103,2136570.34460401
"1454",1454,NA,"PRESENT",-2085646.56002298,3496101.34161156
"1455",1455,NA,"PRESENT",-1286698.40264285,2139215.17836451
"1456",1456,NA,"PRESENT",-546295.130610953,807190.236686383
"1457",1457,NA,"PRESENT",-425532.435467899,895774.975759243
"1458",1458,NA,"PRESENT",-1523315.52010539,1920496.75476613
"1459",1459,NA,"PRESENT",-2128493.14667088,3390860.61855378
"1460",1460,NA,"PRESENT",-1295196.23334435,2082764.90527391
"1461",1461,NA,"PRESENT",-1463625.82404399,1944508.70648663
"1462",1462,NA,"PRESENT",-2113997.41361183,2802993.01367773
"1463",1463,NA,"PRESENT",-527604.609252263,774565.953447743
"1464",1464,NA,"PRESENT",-533759.490258068,775304.425856488
"1465",1465,NA,"PRESENT",-517501.416720292,794165.338373822
"1466",1466,NA,"PRESENT",-1866373.92110254,4062301.91052406
"1467",1467,NA,"PRESENT",-425623.438231721,895676.886875759
"1468",1468,NA,"PRESENT",-508798.547575364,774374.923098805
"1469",1469,NA,"PRESENT",-506114.956395098,771701.440231979
"1470",1470,NA,"PRESENT",-526429.405291445,849387.870964431
"1471",1471,NA,"PRESENT",-528479.427412239,849535.465168181
"1472",1472,NA,"PRESENT",-529608.410267053,850354.352658669
"1473",1473,NA,"PRESENT",-531354.180212382,791114.728156317
"1474",1474,NA,"PRESENT",-531834.42847704,790611.435384972
"1475",1475,NA,"PRESENT",-348710.279598986,1247379.68327343
"1476",1476,NA,"PRESENT",-515321.705066549,856773.650879917
"1477",1477,NA,"PRESENT",-549211.848460903,806630.292146574
"1478",1478,NA,"PRESENT",-966960.187886199,1567774.43604933
"1479",1479,NA,"PRESENT",-2086875.87747045,3497425.40603166
"1480",1480,NA,"PRESENT",-526227.163956217,844654.039018064
"1481",1481,NA,"PRESENT",-1464484.61635057,1949246.50719631
"1482",1482,NA,"PRESENT",-1463596.98250484,1952159.00178251
"1483",1483,NA,"PRESENT",-555975.613174496,784178.925082163
"1484",1484,NA,"PRESENT",-584404.344362168,504509.801187737
"1485",1485,NA,"PRESENT",-2086867.90076306,3477101.49772896
"1486",1486,NA,"PRESENT",-556153.159703997,398008.952329109
"1487",1487,NA,"PRESENT",-551586.584627572,793456.559945741
"1488",1488,NA,"PRESENT",-425573.362591576,895823.424261233
"1489",1489,NA,"PRESENT",-543221.459912625,817446.426541254
"1490",1490,NA,"PRESENT",-1516289.61101999,4314515.22035436
"1491",1491,NA,"PRESENT",-540286.032848187,435203.874885119
"1492",1492,NA,"PRESENT",-2105635.64583642,3476753.2411203
"1493",1493,NA,"PRESENT",-1645085.77507561,4100422.46705238
"1494",1494,29727,"PRESENT",-927459.860603871,494642.345995734
"1495",1495,31451,"PRESENT",-2072552.36344279,3565035.7510487
"1496",1496,31451,"PRESENT",-2121920.37083159,3509474.45847006
"1497",1497,NA,"PRESENT",-480571.545863274,752610.391180829
"1498",1498,NA,"PRESENT",-1239576.04621603,2019244.46840443
"1499",1499,NA,"PRESENT",-1794101.25427291,4079998.96849414
"1500",1500,NA,"PRESENT",-425579.796285584,895812.723724823
"1501",1501,NA,"PRESENT",-2131153.39728788,3491201.07905632
"1502",1502,NA,"PRESENT",-425569.151263567,895679.172737621
"1503",1503,NA,"PRESENT",-1749743.51206224,2259244.03759375
"1504",1504,NA,"PRESENT",-526380.468057547,843793.98262537
"1505",1505,NA,"PRESENT",-1750543.32441657,2259006.65002187
"1506",1506,NA,"PRESENT",-425534.580571048,895815.445446496
"1507",1507,NA,"PRESENT",-1821719.94115653,4082185.25807082
"1508",1508,NA,"PRESENT",-1361436.52078558,2086171.42914153
"1509",1509,NA,"PRESENT",-1822112.30343444,4081617.78257886
"1510",1510,NA,"PRESENT",-901661.751961206,558190.175664193
"1511",1511,NA,"PRESENT",-423757.609034446,891644.132818523
"1512",1512,NA,"PRESENT",-1806308.52766056,4072275.83582279
"1513",1513,NA,"PRESENT",-515394.895742251,799205.591386472
"1514",1514,NA,"PRESENT",-375069.907321144,1604250.49259543
"1515",1515,NA,"PRESENT",-425558.034442733,895826.558339416
"1516",1516,NA,"PRESENT",-2094110.68579447,3385830.24988761
"1517",1517,31451,"PRESENT",-2105009.133027,3480253.99927003
"1518",1518,31451,"PRESENT",-2078445.79573423,3480226.08961394
"1519",1519,31451,"PRESENT",-2080579.74154336,3463798.4825712
"1520",1520,31451,"PRESENT",-2085367.39396718,3475030.76934805
"1521",1521,31451,"PRESENT",-2087890.74928873,3470612.44822282
"1522",1522,30632,"PRESENT",-532737.752118934,1537507.41204203
"1523",1523,31451,"PRESENT",-2093705.8633343,3470944.00213235
"1524",1524,31450,"PRESENT",-2071953.43619484,3601889.84956616
"1525",1525,31451,"PRESENT",-2085579.20691642,3479566.5097423
"1526",1526,31449,"PRESENT",-2102751.25712749,3618975.67625617
"1527",1527,NA,"PRESENT",-641557.111018073,1700067.18412825
"1528",1528,NA,"PRESENT",-593119.675410774,499309.828798582
"1529",1529,NA,"PRESENT",-642450.700054933,1700992.41044421
"1530",1530,NA,"PRESENT",-483986.9197589,756783.002525013
"1531",1531,NA,"PRESENT",-543769.678479769,450491.246749752
"1532",1532,NA,"PRESENT",-447425.590515692,1451619.23536533
"1533",1533,NA,"PRESENT",-1750232.72969682,2258963.32724982
"1534",1534,NA,"PRESENT",-537689.87727228,391013.015450981
"1535",1535,NA,"PRESENT",-428971.020176257,893253.439557124
"1536",1536,NA,"PRESENT",-427065.716004275,894952.30850191
"1537",1537,NA,"PRESENT",-432906.758498593,890772.116476569
"1538",1538,NA,"PRESENT",-528766.773645818,910043.812316332
"1539",1539,NA,"PRESENT",-1785330.46478556,4073679.97975014
"1540",1540,NA,"PRESENT",-552708.448271246,783397.741256659
"1541",1541,NA,"PRESENT",-1816177.25824335,4072862.78514759
"1542",1542,NA,"PRESENT",-669425.108182555,789287.178340002
"1543",1543,NA,"PRESENT",-2074778.80745054,3469754.61199584
"1544",1544,NA,"PRESENT",-2152976.21916628,3186768.94067911
"1545",1545,NA,"PRESENT",-1819269.39955922,4051679.18429943
"1546",1546,NA,"PRESENT",-528171.49407095,846231.135526259
"1547",1547,NA,"PRESENT",-1818967.85239507,4051901.28026133
"1548",1548,NA,"PRESENT",-1907535.36389743,3810103.1467472
"1549",1549,NA,"PRESENT",-631520.117598939,314141.52750976
"1550",1550,NA,"PRESENT",-1817240.42463023,4090238.18717594
"1551",1551,NA,"PRESENT",-513550.385765193,784477.863939056
"1552",1552,NA,"PRESENT",-485956.330261143,1608331.03329984
"1553",1553,NA,"PRESENT",-1151018.55323926,2099235.38114124
"1554",1554,NA,"PRESENT",-342094.449179574,1246763.31822936
"1555",1555,NA,"PRESENT",-521331.640976897,839387.758575427
"1556",1556,NA,"PRESENT",-641500.0457513,1696698.34636603
"1557",1557,NA,"PRESENT",-813658.99823229,1774911.54378344
"1558",1558,NA,"PRESENT",-559924.14234311,530859.788640115
"1559",1559,NA,"PRESENT",-541251.146234814,441246.301875924
"1560",1560,NA,"PRESENT",-1285251.3879763,2136501.74897934
"1561",1561,NA,"PRESENT",-528030.642929901,837295.870223423
"1562",1562,NA,"PRESENT",-556664.680503726,784292.54441762
"1563",1563,NA,"PRESENT",-560739.523989699,781196.943265958
"1564",1564,NA,"PRESENT",-558143.631299395,782382.207460378
"1565",1565,NA,"PRESENT",-1895844.62446536,2545653.9713069
"1566",1566,NA,"PRESENT",-521889.210537098,1550035.22128736
"1567",1567,NA,"PRESENT",-364577.478098675,1612689.57487727
"1568",1568,NA,"PRESENT",-2087691.73285854,3477619.3267866
"1569",1569,NA,"PRESENT",-477159.95012532,962041.398977639
"1570",1570,NA,"PRESENT",-461261.483984463,1122658.52270814
"1571",1571,NA,"PRESENT",-527894.354073347,837393.019931698
"1572",1572,NA,"PRESENT",-560718.160696106,782237.75364259
"1573",1573,NA,"PRESENT",-555658.408325152,783907.953184026
"1574",1574,NA,"PRESENT",-580781.610250285,1610569.93779604
"1575",1575,NA,"PRESENT",-554990.158793003,784583.13259522
"1576",1576,NA,"PRESENT",-643812.718694084,1701287.07246265
"1577",1577,NA,"PRESENT",-561555.721608089,793910.335304204
"1578",1578,31451,"PRESENT",-2068637.80129141,3478875.28604396
"1579",1579,31451,"PRESENT",-2077184.41093765,3484608.98443599
"1580",1580,31451,"PRESENT",-2085195.58688259,3476255.36468493
"1581",1581,31398,"PRESENT",-1830889.7025516,4056418.60746247
"1582",1582,31451,"PRESENT",-2059779.51946927,3476779.05868052
"1583",1583,31451,"PRESENT",-2073491.62769035,3476059.43518733
"1584",1584,30748,"PRESENT",-573880.692624996,1704630.56860185
"1585",1585,NA,"PRESENT",-539743.701930689,432853.454226948
"1586",1586,NA,"PRESENT",-431789.330158188,891381.614660768
"1587",1587,NA,"PRESENT",-425579.528462148,895836.560336275
"1588",1588,NA,"PRESENT",-1224338.23874609,1858822.13633927
"1589",1589,NA,"PRESENT",-1901723.52563881,2539251.03585876
"1590",1590,NA,"PRESENT",-618604.576576996,532541.422358166
"1591",1591,NA,"PRESENT",-619235.378896302,530157.305947555
"1592",1592,NA,"PRESENT",-493938.379956861,998418.091223241
"1593",1593,NA,"PRESENT",-490360.132075048,998171.72573834
"1594",1594,NA,"PRESENT",-488799.279254909,1012295.984336
"1595",1595,NA,"PRESENT",-515538.277306682,798215.90542259
"1596",1596,NA,"PRESENT",-1824451.63490553,4084631.35898622
"1597",1597,NA,"PRESENT",-434936.981509325,901809.990695475
"1598",1598,NA,"PRESENT",-572290.447604504,784666.004522417
"1599",1599,NA,"PRESENT",-558345.355509082,781782.971528973
"1600",1600,NA,"PRESENT",-534429.852497871,730560.691347891
"1601",1601,NA,"PRESENT",-619267.787395042,536494.405075673
"1602",1602,NA,"PRESENT",-2086487.70007454,3477309.00028298
"1603",1603,NA,"PRESENT",-1225015.28467483,2043223.0853188
"1604",1604,NA,"PRESENT",-620292.615575596,541770.587260635
"1605",1605,NA,"PRESENT",-451737.187199659,837402.746236262
"1606",1606,NA,"PRESENT",-2084625.05870553,3475490.68819021
"1607",1607,NA,"PRESENT",-1815151.02713548,4076445.25957802
"1608",1608,NA,"PRESENT",-537600.728800758,390723.923371029
"1609",1609,NA,"PRESENT",-600717.310401812,873143.019028699
"1610",1610,NA,"PRESENT",-550154.087709084,455753.413330199
"1611",1611,NA,"PRESENT",-574635.953464344,514561.191557452
"1612",1612,NA,"PRESENT",-930963.716653439,286468.024095657
"1613",1613,NA,"PRESENT",-521253.003322377,847057.763972223
"1614",1614,NA,"PRESENT",-555191.689967845,784198.983055867
"1615",1615,NA,"PRESENT",-1300005.75401443,1827541.22710112
"1616",1616,NA,"PRESENT",-1331636.62322679,1891719.93390819
"1617",1617,NA,"PRESENT",-1311808.55142422,1915058.49649171
"1618",1618,NA,"PRESENT",-1747770.72146038,2262089.65006976
"1619",1619,NA,"PRESENT",-522952.563376679,656871.625908222
"1620",1620,NA,"PRESENT",-515274.60659999,786281.613092044
"1621",1621,NA,"PRESENT",-375992.345984521,1108907.9060468
"1622",1622,NA,"PRESENT",-587230.917926911,1702011.48362867
"1623",1623,NA,"PRESENT",-2085361.00379944,3477142.42101414
"1624",1624,NA,"PRESENT",-590219.003720079,516436.672767196
"1625",1625,NA,"PRESENT",-534183.461082552,797874.825335139
"1626",1626,NA,"PRESENT",-961864.318334322,2011153.09314364
"1627",1627,NA,"PRESENT",-1449071.36867759,1966005.18282553
"1628",1628,NA,"PRESENT",-2066805.40386333,3469526.99998574
"1629",1629,NA,"PRESENT",-2152184.03037735,3185299.31825241
"1630",1630,31451,"PRESENT",-2068948.63850715,3464649.69582069
"1631",1631,31451,"PRESENT",-2084810.82448932,3507083.6556205
"1632",1632,31081,"PRESENT",-1580575.29163853,2174349.12754043
"1633",1633,NA,"PRESENT",-528910.161590229,931791.472576839
"1634",1634,NA,"PRESENT",-485838.049764241,1128688.65574707
"1635",1635,NA,"PRESENT",-1513984.14181876,4326171.82992723
"1636",1636,NA,"PRESENT",-537442.081615341,378502.792069464
"1637",1637,NA,"PRESENT",-548312.037598805,807580.550410625
"1638",1638,NA,"PRESENT",-449966.500239172,442257.728750149
"1639",1639,NA,"PRESENT",-528843.907946775,931883.705095251
"1640",1640,NA,"PRESENT",-1800778.0055706,4082949.17898283
"1641",1641,NA,"PRESENT",-891268.918249835,469011.476003945
"1642",1642,NA,"PRESENT",-364543.989909889,1612611.99117994
"1643",1643,NA,"PRESENT",-1817033.62492119,4050756.53999441
"1644",1644,NA,"PRESENT",-451695.023213172,1597330.50010529
"1645",1645,NA,"PRESENT",-439382.77132927,1614217.33216204
"1646",1646,NA,"PRESENT",-617789.120681593,531288.991848932
"1647",1647,NA,"PRESENT",-615414.343807851,526288.91692547
"1648",1648,NA,"PRESENT",-431497.559984935,939683.935500031
"1649",1649,NA,"PRESENT",-624347.061667045,366909.737417924
"1650",1650,NA,"PRESENT",-533232.82593747,576718.023993095
"1651",1651,NA,"PRESENT",-533706.38322175,578182.172858328
"1652",1652,NA,"PRESENT",-476634.510098489,962230.663730793
"1653",1653,NA,"PRESENT",-544753.854489146,400747.80660312
"1654",1654,NA,"PRESENT",-1891564.39282694,2531666.0215595
"1655",1655,NA,"PRESENT",-501748.705670859,826985.339526849
"1656",1656,NA,"PRESENT",-2095792.11438009,3518037.57762897
"1657",1657,NA,"PRESENT",-1733477.01192552,2273065.84040999
"1658",1658,NA,"PRESENT",-2060225.57699796,3616470.36933815
"1659",1659,NA,"PRESENT",-641191.43969745,1696130.25381462
