"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","lifeStage","infraspecificEpithet","sex","individualCount","elevation","elevationAccuracy","preparations","identifiedByIDs.type","identifiedByIDs.value","habitat","institutionID","higherGeography","nomenclaturalCode","verbatimCoordinateSystem","county","locality","language","type","disposition","vernacularName","locationID","organismRemarks","verbatimElevation","collectionID","higherClassification","parentNameUsage","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","recordNumber","footprintWKT","georeferenceRemarks","eventRemarks","verbatimIdentification","footprintSRS","parentEventID","recordedByIDs.type","recordedByIDs.value","verbatimSRS","samplingEffort","municipality","ownerInstitutionCode","accessRights","projectId","organismQuantity","organismQuantityType","endDayOfYear","startDayOfYear","bibliographicCitation","reproductiveCondition","institutionKey","georeferencedDate","georeferencedBy","otherCatalogNumbers","verbatimTaxonRank","taxonRemarks","gadm","establishmentMeans","locationRemarks","waterBody","identificationRemarks","coordinatePrecision","dataGeneralizations","datasetID","previousIdentifications","programmeAcronym","fieldNotes","distanceFromCentroidInMeters","http...unknown.org.language","http...unknown.org.modified","originalNameUsage","identificationVerificationStatus","nameAccordingTo","dynamicProperties","organismScope","networkKeys","fieldNumber","locationAccordingTo","behavior","georeferenceSources","organismID","georeferenceVerificationStatus","associatedReferences","acceptedNameUsage","georeferenceProtocol","namePublishedInYear","acceptedNameUsageID","depth","depthAccuracy","collectionKey","rights","flags"
"13",13,4067367092,"Puma concolor (Linnaeus, 1771)",-0.542883,-76.437317,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:11:33.373+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2023-03-17T20:02:53",8,"SOUTH_AMERICA","Orellana",2023,3,17,"2023-03-17T11:14:29","2023-03-17T23:31:17.000+00:00","2023-03-29T14:11:33.373+00:00","https://www.inaturalist.org/observations/151416525","http://creativecommons.org/licenses/by-nc/4.0/legalcode","151416525","none","none",FALSE,"iNaturalist research-grade observations","Ari Rice","Ari Rice","WGS84","Mammalia","EC","none","none","Ecuador","Ari Rice","151416525","wonderbird22",NA,"2023-03-17 11:14:29-05:00","Observations",4067367092,"Parque Nacional Yasuní, Orellana, Orellana, EC","https://www.inaturalist.org/observations/151416525","42007","151416525","iNaturalist","11:14:29-05:00","wild",342059563,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"14",14,3457188896,"Puma concolor (Linnaeus, 1771)",11.127258,-73.752016,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:13.385+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-01-04T01:59:04",31158,"SOUTH_AMERICA","La Guajira",2022,1,3,"2022-01-03T20:47:00","2022-12-01T18:13:01.000+00:00","2023-03-29T14:05:13.385+00:00","https://www.inaturalist.org/observations/104315949","http://creativecommons.org/licenses/by-nc/4.0/legalcode","104315949","none","none",FALSE,"iNaturalist research-grade observations","franz kaston florez","franz kaston florez","WGS84","Mammalia","CO","none","none","Colombia","franz kaston florez","104315949","franzkaston","Coordinate uncertainty increased to 31158m to protect threatened taxon","2022/01/03 8:47 PM -0500","Observations",3457188896,"Colombia","https://www.inaturalist.org/observations/104315949","42007","104315949","iNaturalist","20:47:00-05:00","wild",229597902,"Puma concolor (Linnaeus, 1771)",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"15",15,3457193373,"Puma concolor (Linnaeus, 1771)",-22.134604,-51.509638,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:11.891+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-01-10T11:03:25",30318,"SOUTH_AMERICA","São Paulo",2022,1,8,"2022-01-08T07:39:10","2022-10-23T04:10:01.000+00:00","2023-03-29T14:05:11.891+00:00","https://www.inaturalist.org/observations/104699428","http://creativecommons.org/licenses/by-nc/4.0/legalcode","104699428","none","none",FALSE,"iNaturalist research-grade observations","Miguel Bellucc","Miguel Bellucc","WGS84","Mammalia","BR","none","none","Brazil","Miguel Bellucc","104699428","miguelitobl","Coordinate uncertainty increased to 30318m to protect threatened taxon","Sat Jan 08 2022 07:39:10 GMT-0300 (GMT-3)","Observations",3457193373,"São Paulo, BR","https://www.inaturalist.org/observations/104699428","42007","104699428","iNaturalist","07:39:10-03:00","wild",230753528,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"16",16,3698187511,"Puma concolor (Linnaeus, 1771)",-49.860783,-72.05931,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:23:06.307+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-01-16T19:33:29",26454,"SOUTH_AMERICA","Santa Cruz",2022,1,15,"2022-01-15T15:52:53","2022-02-27T01:21:31.000+00:00","2023-03-29T14:23:06.307+00:00","https://www.inaturalist.org/observations/105049176","http://creativecommons.org/licenses/by/4.0/legalcode","105049176","none","none",FALSE,"iNaturalist research-grade observations","Jake Mohlmann","Jake Mohlmann","WGS84","Mammalia","AR","none","none","Argentina","Jake Mohlmann","105049176","lifespulse","Coordinate uncertainty increased to 26454m to protect threatened taxon","Sat Jan 15 2022 15:52:53 GMT-0300 (GMT-3)","Observations",3698187511,"Lago Argentino, AR-SC, AR","https://www.inaturalist.org/observations/105049176","42007","105049176","iNaturalist","15:52:53-03:00","wild",231882965,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"17",17,3456504734,"Puma concolor concolor",-51.026943,-72.639691,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:23:15.710+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",7193927,1,44,359,732,9703,2435098,2435099,7193927,"Puma concolor concolor","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SUBSPECIES","ACCEPTED",NA,"2022-01-18T15:19:04",26261,"SOUTH_AMERICA","Magallanes y Antártica Chilena",2022,1,3,"2022-01-03T10:25:00","2022-12-29T18:17:11.000+00:00","2023-03-29T14:23:15.710+00:00","https://www.inaturalist.org/observations/105156612","http://creativecommons.org/licenses/by-nc/4.0/legalcode","105156612","none","none",FALSE,"iNaturalist research-grade observations","Sebastián Pardo","Michele Chiacchio","WGS84","Mammalia","CL","none","none","Chile","Sebastián Pardo","105156612","sebpardo","Coordinate uncertainty increased to 26261m at the request of the observer","2022/01/03 10:25 AM AST","Observations",3456504734,"Última Esperanza, CL-MA, CL","https://www.inaturalist.org/observations/105156612","559645","105156612","iNaturalist","10:25:00-04:00","wild",232221990,"Puma concolor concolor",NA,NA,"concolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"18",18,3873702537,"Puma concolor (Linnaeus, 1771)",-31.764637,-69.391667,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:25.982+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-06T17:32:01",29199,"SOUTH_AMERICA","San Juan",2022,1,5,"2022-01-05T18:38:00","2022-11-28T05:28:38.000+00:00","2023-03-29T14:05:25.982+00:00","https://www.inaturalist.org/observations/106252677","http://creativecommons.org/licenses/by/4.0/legalcode","106252677","none","none",FALSE,"iNaturalist research-grade observations","Taiel Nazar","Taiel Nazar","WGS84","Mammalia","AR","none","none","Argentina","Taiel Nazar","106252677","taielnazar","Coordinate uncertainty increased to 29199m to protect threatened taxon","2022/01/05 6:38 PM -0300","Observations",3873702537,"San Juan, AR","https://www.inaturalist.org/observations/106252677","42007","106252677","iNaturalist","18:38:00-03:00","wild",235634701,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"19",19,3469050110,"Puma concolor (Linnaeus, 1771)",-47.166417,-72.460806,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:21.386+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:50:15",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:13:00","2022-12-01T18:09:43.000+00:00","2023-03-29T14:05:21.386+00:00","https://www.inaturalist.org/observations/106336527","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106336527","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106336527","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:13 PM UTC","Observations",3469050110,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106336527","42007","106336527","iNaturalist","16:13:00Z","wild",235874603,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"20",20,3468849917,"Puma concolor (Linnaeus, 1771)",-47.000719,-72.590496,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:15.629+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:20:01",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:08:00","2022-12-01T18:09:33.000+00:00","2023-03-29T14:05:15.629+00:00","https://www.inaturalist.org/observations/106337375","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106337375","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106337375","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:08 PM UTC","Observations",3468849917,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106337375","42007","106337375","iNaturalist","16:08:00Z","wild",235870442,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"21",21,3468841934,"Puma concolor (Linnaeus, 1771)",-47.036974,-72.511733,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:26.901+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:20:01",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:09:00","2022-12-01T18:09:21.000+00:00","2023-03-29T14:05:26.901+00:00","https://www.inaturalist.org/observations/106337376","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106337376","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106337376","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:09 PM UTC","Observations",3468841934,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106337376","42007","106337376","iNaturalist","16:09:00Z","wild",235870443,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"22",22,3468861940,"Puma concolor (Linnaeus, 1771)",-47.107922,-72.400861,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:14.954+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:20:01",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:09:00","2022-12-01T18:09:10.000+00:00","2023-03-29T14:05:14.954+00:00","https://www.inaturalist.org/observations/106337378","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106337378","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106337378","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:09 PM UTC","Observations",3468861940,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106337378","42007","106337378","iNaturalist","16:09:00Z","wild",235870444,"Puma concolor (Linnaeus, 1771)",NA,"Adult",NA,"MALE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"23",23,3468851931,"Puma concolor (Linnaeus, 1771)",-47.136215,-72.400326,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:24.622+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:20:02",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:10:00","2022-12-01T18:08:56.000+00:00","2023-03-29T14:05:24.622+00:00","https://www.inaturalist.org/observations/106337379","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106337379","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106337379","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:10 PM UTC","Observations",3468851931,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106337379","42007","106337379","iNaturalist","16:10:00Z","wild",235870447,"Puma concolor (Linnaeus, 1771)",NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"24",24,3468881727,"Puma concolor (Linnaeus, 1771)",-47.115115,-72.447974,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:28.678+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:20:02",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:13:00","2022-12-01T18:08:24.000+00:00","2023-03-29T14:05:28.678+00:00","https://www.inaturalist.org/observations/106337380","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106337380","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106337380","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:13 PM UTC","Observations",3468881727,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106337380","42007","106337380","iNaturalist","16:13:00Z","wild",235870448,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"25",25,3468878782,"Puma concolor (Linnaeus, 1771)",-47.113613,-72.545995,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:17.216+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2022-02-07T21:20:03",26903,"SOUTH_AMERICA","Aisén del General Carlos Ibáñez del Campo",2022,1,22,"2022-01-22T16:13:00","2022-12-01T18:08:12.000+00:00","2023-03-29T14:05:17.216+00:00","https://www.inaturalist.org/observations/106337381","http://creativecommons.org/licenses/by-nc/4.0/legalcode","106337381","none","none",FALSE,"iNaturalist research-grade observations","monttino","monttino","WGS84","Mammalia","CL","none","none","Chile","monttino","106337381","monttino","Coordinate uncertainty increased to 26903m to protect threatened taxon","2022/01/22 4:13 PM UTC","Observations",3468878782,"Capitán Prat, CL-AI, CL","https://www.inaturalist.org/observations/106337381","42007","106337381","iNaturalist","16:13:00Z","wild",235870450,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
