"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","sex","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","http...unknown.org.captive","identificationID","name","eventTime","identificationRemarks","individualCount","elevation","elevationAccuracy","samplingProtocol","recordNumber","institutionID","nomenclaturalCode","samplingEffort","verbatimCoordinateSystem","county","municipality","locality","language","type","vernacularName","ownerInstitutionCode","verbatimElevation","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","habitat","verbatimSRS","higherClassification","projectId","datasetID","georeferencedBy","locationID","parentEventID","organismQuantity","organismQuantityType","preparations","dynamicProperties","eventRemarks","distanceFromCentroidInMeters","otherCatalogNumbers","verbatimTaxonRank","collectionID","georeferenceRemarks","institutionKey","coordinatePrecision","footprintWKT","sampleSizeUnit","sampleSizeValue","fieldNumber","previousIdentifications","locationRemarks","taxonRemarks","fieldNotes","georeferenceSources","bibliographicCitation","disposition","accessRights","waterBody","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","georeferencedDate","collectionKey","organismID","georeferenceProtocol","flags"
"6423",6423,2451560701,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.515641,-73.77361,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.082+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,25,"2010-02-25T00:00:00",NA,"2023-01-25T09:24:37.082+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5770436679827456","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5770436679827456",NA,NA,NA,NA,2451560701,NA,"5770436679827456",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","08:50:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Huellas",NA,NA,NA,NA,"2010-02-25_08:50:00_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6424",6424,2451560932,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.488103,-73.759318,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.228+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,18,"2010-02-18T00:00:00",NA,"2023-01-25T09:24:37.228+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5775762439274496","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5775762439274496",NA,NA,NA,NA,2451560932,NA,"5775762439274496",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:19:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-18_10:19:00_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6425",6425,2451560596,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.505923,-73.749996,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.161+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,28,"2010-02-28T00:00:00",NA,"2023-01-25T09:24:37.161+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5780160485785600","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5780160485785600",NA,NA,NA,NA,2451560596,NA,"5780160485785600",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","08:45:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-28_08:45:00_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6426",6426,2451560841,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.484753,-73.757449,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.945+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,18,"2010-02-18T00:00:00",NA,"2023-01-25T09:24:36.945+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5785714247598080","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5785714247598080",NA,NA,NA,NA,2451560841,NA,"5785714247598080",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:19:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero",NA,NA,NA,NA,"2010-02-18_10:19:00_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6427",6427,2451560568,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.557488,-73.793269,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.078+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,17,"2010-02-17T00:00:00",NA,"2023-01-25T09:24:37.078+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5788956578807808","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5788956578807808",NA,NA,NA,NA,2451560568,NA,"5788956578807808",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:20:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Gregia",NA,NA,NA,NA,"2010-02-17_10:20:00_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6428",6428,2451560747,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.47756,-73.783065,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.141+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,19,"2010-02-19T00:00:00",NA,"2023-01-25T09:24:37.141+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5797752671830016","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5797752671830016",NA,NA,NA,NA,2451560747,NA,"5797752671830016",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:14:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-19_10:14:00_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6429",6429,2451560551,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.577264,-73.785323,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.075+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,17,"2010-02-17T00:00:00",NA,"2023-01-25T09:24:37.075+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5805208735055872","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5805208735055872",NA,NA,NA,NA,2451560551,NA,"5805208735055872",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:05:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-17_10:05:00_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6430",6430,2451560916,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.487971,-73.783282,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.133+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,19,"2010-02-19T00:00:00",NA,"2023-01-25T09:24:37.133+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5805621051916288","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5805621051916288",NA,NA,NA,NA,2451560916,NA,"5805621051916288",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:14:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Gregia",NA,NA,NA,NA,"2010-02-19_10:14:00_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6431",6431,2451560475,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.453283,-73.755267,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.083+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Meta",2010,2,16,"2010-02-16T00:00:00",NA,"2023-01-25T09:24:37.083+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5806548764852224","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5806548764852224",NA,NA,NA,NA,2451560475,NA,"5806548764852224",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:30:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"El Calvario",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-16_10:30:00_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6432",6432,2451560617,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.499305,-73.736066,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.146+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,20,"2010-02-20T00:00:00",NA,"2023-01-25T09:24:37.146+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5815344857874432","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5815344857874432",NA,NA,NA,NA,2451560617,NA,"5815344857874432",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero",NA,NA,NA,NA,"2010-02-20_09:00:00_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6433",6433,2451560460,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.459187,-73.754185,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.947+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Meta",2010,2,16,"2010-02-16T00:00:00",NA,"2023-01-25T09:24:36.947+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5820898619686912","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5820898619686912",NA,NA,NA,NA,2451560460,NA,"5820898619686912",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:40:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"El Calvario",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-16_10:40:00_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6434",6434,2451560490,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.556535,-73.775308,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.228+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,17,"2010-02-17T00:00:00",NA,"2023-01-25T09:24:37.228+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5822800921100288","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5822800921100288",NA,NA,NA,NA,2451560490,NA,"5822800921100288",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:55:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-17_09:55:00_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6435",6435,2451560711,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.516938,-73.765398,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.149+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,25,"2010-02-25T00:00:00",NA,"2023-01-25T09:24:37.149+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5824140950896640","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5824140950896640",NA,NA,NA,NA,2451560711,NA,"5824140950896640",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-25_09:00:00_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6436",6436,2451560737,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.465778,-73.79005,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.181+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,23,"2010-02-23T00:00:00",NA,"2023-01-25T09:24:37.181+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5832937043918848","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5832937043918848",NA,NA,NA,NA,2451560737,NA,"5832937043918848",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-23_10:00:00_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
